order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
6781,2022-01-08,Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,OFF-BI-10003350,2,0.4,9.6,-0.40000000000000036
6782,2022-08-20,Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,OFF-LA-10004093,8,1.2,58.8,8.799999999999997
6783,2023-03-16,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10000732,4,0.8,19.2,-0.8000000000000007
6784,2022-04-14,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,OFF-SU-10004884,3,1.6,38.4,-1.6000000000000014
6785,2022-05-23,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10001771,1,7.0,133.0,13.0
6786,2023-05-07,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10000060,5,13.0,247.0,7.0
6787,2022-07-27,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10004100,4,0.4,19.6,-0.3999999999999986
6788,2023-03-15,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,FUR-FU-10003975,3,3.9,126.1,6.099999999999994
6789,2023-06-02,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10001712,7,1.4,68.6,8.599999999999994
6790,2023-09-15,Second Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Art,OFF-AR-10001953,4,4.2,135.8,25.80000000000001
6791,2022-02-24,First Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,OFF-BI-10004967,5,0.3,9.7,-0.3000000000000007
6792,2023-06-07,Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings,FUR-FU-10003731,1,0.2,9.8,-0.1999999999999993
6793,2023-10-11,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,OFF-BI-10001989,3,1.2,58.8,8.799999999999997
6794,2022-07-10,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000344,2,0.8,19.2,-0.8000000000000007
6795,2023-10-19,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001051,3,4.8,235.2,35.19999999999999
6796,2022-02-18,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001215,2,1.2,28.8,8.8
6797,2023-02-15,Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10001473,2,1.0,19.0,-1.0
6798,2023-04-30,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10000315,1,0.0,0.0,0.0
6799,2022-05-11,Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10002240,5,0.3,9.7,-0.3000000000000007
6800,2023-09-22,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10002607,1,1.6,38.4,8.399999999999999
6801,2023-04-02,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Machines,TEC-MA-10003356,2,5.4,264.6,14.600000000000023
6802,2023-12-22,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,TEC-AC-10002217,3,2.0,48.0,8.0
6803,2022-06-05,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,TEC-AC-10004353,2,3.0,97.0,7.0
6804,2022-08-24,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10004754,2,1.0,49.0,9.0
6805,2022-08-17,First Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,TEC-AC-10002800,2,4.0,96.0,6.0
6806,2022-12-25,First Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10001752,2,0.5,9.5,-0.5
6807,2022-01-04,Standard Class,Corporate,United States,Everett,Washington,98208,West,Office Supplies,Binders,OFF-BI-10003314,1,0.0,0.0,0.0
6808,2022-02-12,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000357,3,3.0,97.0,17.0
6809,2023-10-14,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,FUR-FU-10001085,3,0.6,19.4,-0.6000000000000014
6810,2023-09-10,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10000301,2,0.0,0.0,0.0
6811,2022-06-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,TEC-MA-10002930,1,0.4,9.6,-0.40000000000000036
6812,2022-04-24,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10002372,2,3.3,106.7,16.700000000000003
6813,2022-03-31,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003707,4,0.6,19.4,-0.6000000000000014
6814,2022-06-29,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001057,8,2.6,127.4,17.400000000000006
6815,2023-11-21,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,TEC-MA-10001681,2,4.8,235.2,15.199999999999989
6816,2023-07-24,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10003981,3,0.3,9.7,-0.3000000000000007
6817,2022-08-01,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10000624,5,0.4,19.6,-0.3999999999999986
6818,2023-05-09,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004995,3,65.4,3204.6,264.5999999999999
6819,2022-05-13,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,OFF-BI-10003784,5,0.0,0.0,0.0
6820,2023-07-11,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,FUR-FU-10004586,3,0.5,9.5,-0.5
6821,2023-08-11,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Chairs,FUR-CH-10004698,2,2.2,107.8,7.799999999999997
6822,2022-09-29,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,FUR-FU-10001935,2,0.0,0.0,0.0
6823,2022-10-26,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,OFF-AP-10003040,5,5.1,164.9,14.900000000000006
6824,2023-02-08,Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Envelopes,OFF-EN-10001335,9,2.0,98.0,8.0
6825,2023-10-09,Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Tables,FUR-TA-10002041,2,10.8,349.2,59.19999999999999
6826,2023-06-17,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,OFF-ST-10001558,2,0.9,29.1,-0.8999999999999986
6827,2022-08-14,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Technology,Copiers,TEC-CO-10004722,5,525.0,16975.0,2975.0
6828,2023-05-17,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,OFF-BI-10004600,2,37.0,703.0,33.0
6829,2023-03-04,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,OFF-BI-10003712,7,1.5,28.5,-1.5
6830,2023-10-10,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Art,OFF-AR-10001958,2,0.6,29.4,-0.6000000000000014
6831,2023-06-01,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10001750,3,6.0,194.0,14.0
6832,2022-10-05,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10002287,4,0.6,19.4,-0.6000000000000014
6833,2023-09-07,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10003183,3,0.4,9.6,-0.40000000000000036
6834,2022-11-18,Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Tables,FUR-TA-10003008,1,6.0,144.0,14.0
6835,2022-03-26,Standard Class,Corporate,United States,Montebello,California,90640,West,Technology,Accessories,TEC-AC-10004803,2,0.9,29.1,-0.8999999999999986
6836,2022-12-29,Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Labels,OFF-LA-10003510,5,4.5,145.5,5.5
6837,2023-04-03,Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Furniture,Furnishings,FUR-FU-10000087,1,0.4,19.6,-0.3999999999999986
6838,2022-02-02,Standard Class,Corporate,United States,Vineland,New Jersey,8360,East,Office Supplies,Art,OFF-AR-10003732,4,0.3,9.7,-0.3000000000000007
6839,2022-02-22,Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Appliances,OFF-AP-10000275,5,32.8,1607.2,97.20000000000005
6840,2023-05-21,Standard Class,Corporate,United States,Torrance,California,90503,West,Technology,Phones,TEC-PH-10003505,5,14.8,355.2,45.19999999999999
6841,2023-07-26,First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,OFF-BI-10002852,3,0.3,9.7,-0.3000000000000007
6842,2023-02-26,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,TEC-AC-10004877,3,0.4,19.6,-0.3999999999999986
6843,2023-12-24,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Fasteners,OFF-FA-10002975,3,0.4,9.6,-0.40000000000000036
6844,2023-07-18,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,OFF-ST-10000419,5,2.8,67.2,7.200000000000003
6845,2023-03-30,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Chairs,FUR-CH-10002073,4,53.0,1007.0,97.0
6846,2023-12-23,Standard Class,Home Office,United States,El Cajon,California,92020,West,Furniture,Chairs,FUR-CH-10000155,2,9.6,470.4,10.399999999999977
6847,2022-10-26,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10001260,4,1.2,28.8,8.8
6848,2023-11-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10001924,1,1.8,58.2,8.200000000000003
6849,2023-05-03,First Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Paper,OFF-PA-10003134,2,1.6,78.4,8.400000000000006
6850,2022-08-18,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10000409,4,1.2,58.8,8.799999999999997
6851,2023-08-08,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Bookcases,FUR-BO-10002545,6,47.1,1522.9,202.9000000000001
6852,2022-12-19,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,OFF-BI-10001460,7,5.5,104.5,14.5
6853,2023-11-23,Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,OFF-ST-10001328,4,1.2,58.8,8.799999999999997
6854,2023-05-07,Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Phones,TEC-PH-10003601,3,14.7,475.3,55.30000000000001
6855,2022-08-28,Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,OFF-ST-10001522,4,11.1,358.9,58.89999999999998
6856,2023-12-28,Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10001994,2,1.2,38.8,8.799999999999997
6857,2023-08-26,Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Envelopes,OFF-EN-10001453,3,9.0,171.0,31.0
6858,2022-10-11,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004911,3,0.6,29.4,-0.6000000000000014
6859,2023-10-08,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,OFF-LA-10001404,2,0.2,9.8,-0.1999999999999993
6860,2023-07-24,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,OFF-FA-10001561,5,0.3,9.7,-0.3000000000000007
6861,2023-02-25,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10001383,11,8.1,261.9,41.89999999999998
6862,2023-03-04,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,OFF-LA-10003190,8,0.4,19.6,-0.3999999999999986
6863,2023-08-19,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,FUR-CH-10003774,3,4.4,215.6,35.599999999999994
6864,2022-07-28,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000520,2,0.2,9.8,-0.1999999999999993
6865,2022-06-11,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10004465,2,0.4,9.6,-0.40000000000000036
6866,2023-05-04,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10003555,5,3.6,86.4,6.400000000000006
6867,2022-07-11,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10000844,3,10.0,240.0,30.0
6868,2023-08-04,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10003187,2,1.2,28.8,-1.1999999999999993
6869,2022-10-22,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,FUR-TA-10003569,9,144.5,2745.5,55.5
6870,2022-10-07,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003848,2,0.2,9.8,-0.1999999999999993
6871,2022-07-05,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10002606,9,1.0,49.0,9.0
6872,2022-05-28,Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,OFF-LA-10004853,3,0.4,9.6,-0.40000000000000036
6873,2023-03-15,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004948,1,0.0,0.0,0.0
6874,2023-11-05,Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Office Supplies,Binders,OFF-BI-10003676,5,0.5,9.5,-0.5
6875,2022-11-23,Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Technology,Accessories,TEC-AC-10001314,3,2.4,117.6,17.599999999999994
6876,2022-03-01,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,OFF-LA-10004545,2,0.9,29.1,9.100000000000001
6877,2022-10-12,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,FUR-TA-10003238,3,49.5,1600.5,50.5
6878,2022-09-23,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,FUR-FU-10004952,6,6.5,123.5,13.5
6879,2022-07-02,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,OFF-PA-10003001,1,0.5,9.5,-0.5
6880,2022-10-30,Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10001215,5,100.0,1900.0,0.0
6881,2023-05-19,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004255,5,0.9,29.1,-0.8999999999999986
6882,2022-12-14,Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,FUR-TA-10001705,9,38.2,1871.8,111.79999999999995
6883,2023-09-29,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10002554,3,6.0,144.0,24.0
6884,2023-08-24,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10002222,5,4.4,105.6,15.599999999999994
6885,2022-08-05,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,FUR-CH-10002320,8,102.8,2467.2,407.1999999999998
6886,2022-08-31,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10003499,4,1.6,38.4,-1.6000000000000014
6887,2022-05-23,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,TEC-PH-10003580,2,13.0,247.0,17.0
6888,2022-11-28,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10004675,3,0.8,19.2,-0.8000000000000007
6889,2023-05-20,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000666,3,3.5,66.5,6.5
6890,2023-06-24,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,TEC-PH-10001552,8,5.0,95.0,5.0
6891,2022-02-09,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10000673,7,1.5,48.5,8.5
6892,2023-05-12,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Art,OFF-AR-10000380,3,3.3,106.7,6.700000000000003
6893,2022-03-25,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10003848,4,1.2,28.8,8.8
6894,2022-09-19,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10002963,4,1.0,19.0,-1.0
6895,2023-11-11,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,TEC-PH-10002447,2,16.4,393.6,53.60000000000002
6896,2022-12-06,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Supplies,OFF-SU-10004261,2,0.9,29.1,-0.8999999999999986
6897,2022-05-06,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10003228,5,4.8,235.2,5.199999999999989
6898,2022-05-22,Standard Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,OFF-BI-10004817,3,0.3,9.7,-0.3000000000000007
6899,2023-01-02,Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,FUR-CH-10002880,7,30.0,570.0,70.0
6900,2022-10-15,Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,OFF-BI-10001249,6,0.2,9.8,-0.1999999999999993
6901,2022-11-11,Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002402,7,22.4,537.6,87.60000000000002
6902,2023-10-19,Same Day,Corporate,United States,Huntington Beach,California,92646,West,Technology,Copiers,TEC-CO-10001449,5,120.0,2280.0,340.0
6903,2023-04-03,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,OFF-FA-10002280,4,0.8,19.2,-0.8000000000000007
6904,2022-01-06,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10003278,2,0.3,9.7,-0.3000000000000007
6905,2023-12-04,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,OFF-ST-10003994,5,12.0,228.0,8.0
6906,2022-10-23,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,OFF-ST-10003221,1,0.3,9.7,-0.3000000000000007
6907,2022-12-02,Same Day,Corporate,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,OFF-BI-10002225,2,1.6,38.4,8.399999999999999
6908,2022-06-30,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10002584,2,20.0,980.0,120.0
6909,2022-05-27,Standard Class,Corporate,United States,North Charleston,South Carolina,29406,South,Furniture,Furnishings,FUR-FU-10002364,2,0.4,9.6,-0.40000000000000036
6910,2023-06-12,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10004022,3,0.0,0.0,0.0
6911,2022-01-03,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,FUR-BO-10004709,2,4.8,115.2,15.200000000000003
6912,2023-03-28,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10004340,3,9.5,180.5,30.5
6913,2023-07-23,Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001714,4,3.2,156.8,16.80000000000001
6914,2022-05-26,Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Technology,Phones,TEC-PH-10002844,2,3.0,57.0,7.0
6915,2023-01-31,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10000585,1,3.9,126.1,16.099999999999994
6916,2022-02-14,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10002824,6,0.4,19.6,-0.3999999999999986
6917,2022-03-02,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10001289,4,3.6,116.4,6.400000000000006
6918,2023-08-05,Standard Class,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,FUR-CH-10001854,5,28.0,1372.0,252.0
6919,2022-05-22,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,OFF-SU-10003567,3,1.5,28.5,-1.5
6920,2022-02-28,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10001597,2,0.4,19.6,-0.3999999999999986
6921,2023-04-10,Standard Class,Consumer,United States,Santa Barbara,California,93101,West,Office Supplies,Appliances,OFF-AP-10003287,7,7.2,352.8,52.80000000000001
6922,2023-02-14,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Envelopes,OFF-EN-10001532,1,0.8,19.2,-0.8000000000000007
6923,2022-04-29,Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Labels,OFF-LA-10003930,5,14.7,475.3,35.30000000000001
6924,2023-01-13,Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Envelopes,OFF-EN-10003845,2,0.2,9.8,-0.1999999999999993
6925,2022-10-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002659,7,1.0,19.0,-1.0
6926,2022-10-25,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001608,12,20.4,659.6,109.60000000000002
6927,2023-09-02,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,OFF-LA-10000305,3,1.0,19.0,-1.0
6928,2023-09-29,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10003638,4,2.7,87.3,17.299999999999997
6929,2023-10-27,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,OFF-LA-10001934,3,0.4,19.6,-0.3999999999999986
6930,2023-05-23,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003012,7,43.0,817.0,77.0
6931,2022-02-22,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10001019,1,0.4,19.6,-0.3999999999999986
6932,2022-07-17,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10002070,1,0.2,9.8,-0.1999999999999993
6933,2023-05-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10002583,2,0.4,19.6,-0.3999999999999986
6934,2022-11-26,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001057,2,0.6,29.4,-0.6000000000000014
6935,2023-09-17,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10001044,2,1.6,38.4,8.399999999999999
6936,2023-11-14,Second Class,Corporate,United States,El Paso,Texas,79907,Central,Technology,Accessories,TEC-AC-10001767,3,2.0,98.0,8.0
6937,2022-08-13,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,FUR-FU-10000277,2,1.6,78.4,8.400000000000006
6938,2022-07-19,Same Day,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,OFF-PA-10001952,2,1.6,38.4,-1.6000000000000014
6939,2022-10-20,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10004420,4,9.6,470.4,60.39999999999998
6940,2023-08-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001071,2,3.0,97.0,7.0
6941,2022-05-28,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,OFF-SU-10002503,5,0.9,29.1,9.100000000000001
6942,2023-02-10,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001490,4,28.4,681.6,101.60000000000002
6943,2023-03-10,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003790,3,2.8,67.2,7.200000000000003
6944,2022-09-21,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,TEC-PH-10004094,5,24.8,595.2,15.200000000000045
6945,2022-08-16,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Binders,OFF-BI-10004876,4,0.4,9.6,-0.40000000000000036
6946,2023-11-05,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,FUR-BO-10003034,5,26.0,494.0,44.0
6947,2022-04-29,Standard Class,Home Office,United States,Roseville,California,95661,West,Office Supplies,Fasteners,OFF-FA-10000490,2,0.0,0.0,0.0
6948,2023-05-02,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,OFF-ST-10002574,2,11.0,209.0,19.0
6949,2023-05-15,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10003535,3,3.9,126.1,16.099999999999994
6950,2022-07-31,Same Day,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001628,7,1.8,58.2,8.200000000000003
6951,2022-11-22,Same Day,Home Office,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10001676,3,4.0,76.0,-4.0
6952,2022-10-10,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,TEC-MA-10002790,2,24.0,456.0,-4.0
6953,2022-05-28,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10001757,3,0.2,9.8,-0.1999999999999993
6954,2022-02-09,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10004828,4,1.0,49.0,9.0
6955,2022-08-24,First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10000369,5,20.0,480.0,70.0
6956,2022-04-26,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,OFF-EN-10003862,2,0.6,19.4,-0.6000000000000014
6957,2022-09-16,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10003963,5,1.6,38.4,8.399999999999999
6958,2022-06-01,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10004848,1,1.0,49.0,9.0
6959,2023-06-02,Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10001328,1,0.6,19.4,-0.6000000000000014
